YYYYMM,abcp_denom_prev_balance_total_amt,abcp_bucket_issue_amt_ultra,abcp_rollover_ultra,abcp_bucket_issue_amt_short,abcp_rollover_short,abcp_bucket_issue_amt_main,abcp_rollover_main,abcp_bucket_issue_amt_mid,abcp_rollover_mid,abcp_bucket_issue_amt_long,abcp_rollover_long,abcp_bucket_issue_amt_ultra_long,abcp_rollover_ultra_long
202002,129828100000000.0,377936686173.4505,0.002911054588131926,1533104244678.087,0.011808724341479903,4755909015824.976,0.03663235475082032,3558267201623.0303,0.0274075273505738,6743253851700.452,0.051939863956265646,0.0,0.0
202003,128864000000000.0,381630838756.0157,0.0029615007973989296,1036795336838.9485,0.00804565539513711,3830989837961.334,0.029728937779064237,3183529298862.7793,0.024704566821321543,4575064731854.92,0.03550304764600602,0.0,0.0
202004,124330000000000.0,288293696390.0904,0.0023187782223927484,1045187923770.7571,0.00840656256551723,3525953332013.504,0.028359634295934237,2825931331917.9795,0.0227292795939675,3097866159152.667,0.024916481614676,0.0,0.0
202005,118898800000000.0,503813527421.3378,0.004237330632616459,2221659741100.974,0.018685299945003432,6147443326714.171,0.051703157026935266,4910221957769.581,0.041297489611077494,3395796906993.933,0.028560396799580258,0.0,0.0
202006,117202800000000.0,435994804957.8931,0.0037200033186740684,1817365327412.0002,0.015506159643046073,5552606037893.24,0.04737605277257233,5328131554075.967,0.04546078723440026,3187248187424.8955,0.02719430071145822,0.0,0.0
202007,113122500000000.0,1129236400540.6692,0.009982420831759103,2051012390216.0305,0.018130896949908555,5529610448376.821,0.04888161460696874,6479420296596.298,0.057277909315974256,4577219860270.179,0.04046250622352033,0.0,0.0
202008,112094100000000.0,997566150323.702,0.008899363573316544,3461224140604.4155,0.030877844066765473,5932140182864.699,0.05292107419449105,8332401860402.467,0.07433399135549923,7161489665804.715,0.06388819452410711,0.0,0.0
202009,112690200000000.0,617786750880.8737,0.005482169264770793,3660330837311.9033,0.03248135895855987,5352912834255.1875,0.04750113882356396,8328100895816.787,0.07390261882414609,11008123813499.244,0.09768483695564693,0.0,0.0
202010,120013100000000.0,1604007246818.8115,0.013365268015065119,3864600885700.299,0.03220149205128689,5210833815311.449,0.04341887523371573,6548383540787.987,0.05456390628013098,15039038473381.45,0.12531164075739606,0.0,0.0
202011,126979900000000.0,1013431253708.6484,0.007981036791717811,2497270103838.4336,0.019666656721563282,4914082886749.468,0.038699690949114525,6363821679569.614,0.050116763988391974,16408570076133.83,0.12922179081991583,0.0,0.0
